,AveragePrice,TotalVolume,TotalBags,type,year,region
7160,0.56,1387970.0,179820.98,conventional,2016,PhoenixTucson
7161,1.18,102684.74,42021.54,conventional,2016,Pittsburgh
7162,1.0,1872378.56,459058.13,conventional,2016,Plains
7163,0.88,681434.09,311060.29,conventional,2016,Portland
7164,1.09,274246.43,82847.87,conventional,2016,RaleighGreensboro
7165,1.01,220100.13,70678.99,conventional,2016,RichmondNorfolk
7166,0.93,133381.56,59993.47,conventional,2016,Roanoke
7167,1.15,459342.82,57719.38,conventional,2016,Sacramento
7168,0.84,589694.67,219402.31,conventional,2016,SanDiego
7169,1.38,765652.36,88012.83,conventional,2016,SanFrancisco
7170,0.93,728447.49,365092.04,conventional,2016,Seattle
7171,0.96,397990.96,106944.32,conventional,2016,SouthCarolina
7172,0.73,6414263.17,1320919.43,conventional,2016,SouthCentral
7173,1.396017972711152,4792907.32,1539555.11,conventional,2016,Southeast
7174,0.96,917091.3424611753,42943.63,conventional,2016,Spokane
7175,0.87,218755.02,127396.71,conventional,2016,StLouis
7176,1.28,917091.3424611753,29290.68,conventional,2016,Syracuse
7177,0.85,549365.61,182667.46,conventional,2016,Tampa
7178,0.9,36584029.39,10499801.43,conventional,2016,TotalUS
7179,0.79,7275842.54,2406246.76,conventional,2016,West
7180,0.77,897755.55,168152.43,conventional,2016,WestTexNewMexico
7181,1.62,2161.66,1992.77,organic,2016,Albany
7182,1.5,7130.98,802.96,organic,2016,Atlanta
7183,1.73,22013.07,11515.65,organic,2016,BaltimoreWashington
7184,1.0,3469.2,295043.20947097597,organic,2016,Boise
7185,1.68,14563.78,295043.20947097597,organic,2016,Boston
7186,1.63,6772.32,6597.61,organic,2016,BuffaloRochester
7187,1.4,193519.09,295043.20947097597,organic,2016,California
7188,1.6,5734.3,2159.89,organic,2016,Charlotte
7189,1.68,35474.03,191.4,organic,2016,Chicago
7190,1.12,16776.27,7278.91,organic,2016,CincinnatiDayton
7191,1.52,6323.62,295043.20947097597,organic,2016,Columbus
7192,1.16,20070.8,11035.6,organic,2016,DallasFtWorth
7193,0.94,40527.1,295043.20947097597,organic,2016,Denver
7194,1.42,9110.23,1450.79,organic,2016,Detroit
7195,1.34,1690.4,509.81,organic,2016,GrandRapids
7196,1.36,119113.13,37413.46,organic,2016,GreatLakes
7197,1.83,6966.0,6669.46,organic,2016,HarrisburgScranton
7198,2.31,8039.96,5189.11,organic,2016,HartfordSpringfield
7199,1.2,13926.61,7599.36,organic,2016,Houston
7200,1.15,3566.21,2183.22,organic,2016,Indianapolis
7201,1.62,3379.11,1343.33,organic,2016,Jacksonville
7202,1.22,13473.17,5513.92,organic,2016,LasVegas
7203,1.05,108798.33,66520.72,organic,2016,LosAngeles
7204,1.396017972711152,1886.22,483.29,organic,2016,Louisville
7205,1.33,917091.3424611753,2942.44,organic,2016,MiamiFtLauderdale
7206,1.18,143035.65,69400.38,organic,2016,Midsouth
7207,0.85,30449.23,12661.65,organic,2016,Nashville
7208,1.27,917091.3424611753,3365.56,organic,2016,NewOrleansMobile
7209,1.396017972711152,30461.39,13796.18,organic,2016,NewYork
7210,1.88,114275.61,88067.05,organic,2016,Northeast
7211,1.5,13624.67,13344.45,organic,2016,NorthernNewEngland
7212,1.51,5190.56,2638.7,organic,2016,Orlando
7213,1.95,917091.3424611753,7505.69,organic,2016,Philadelphia
7214,1.38,13919.54,5171.6,organic,2016,PhoenixTucson
7215,1.396017972711152,917091.3424611753,766.67,organic,2016,Pittsburgh
7216,1.36,917091.3424611753,24155.4,organic,2016,Plains
7217,0.96,81224.11,46671.41,organic,2016,Portland
7218,1.33,7370.7,3985.66,organic,2016,RaleighGreensboro
7219,0.93,11987.87,7689.15,organic,2016,RichmondNorfolk
7220,0.81,14080.32,9741.83,organic,2016,Roanoke
7221,2.05,7871.28,323.74,organic,2016,Sacramento
7222,1.23,19988.34,8592.61,organic,2016,SanDiego
7223,2.33,917091.3424611753,1798.81,organic,2016,SanFrancisco
7224,0.89,112486.22,84463.9,organic,2016,Seattle
7225,1.34,8212.07,4675.57,organic,2016,SouthCarolina
7226,1.21,91639.0,54469.51,organic,2016,SouthCentral
7227,1.44,54667.44,26286.9,organic,2016,Southeast
7228,0.85,8577.23,6517.82,organic,2016,Spokane
7229,0.58,14137.4,12978.78,organic,2016,StLouis
7230,1.59,3412.46,3257.4,organic,2016,Syracuse
7231,1.396017972711152,5511.75,3934.54,organic,2016,Tampa
7232,1.26,1179603.03,658419.11,organic,2016,TotalUS
7233,0.99,405751.04,275813.87,organic,2016,West
7234,1.31,21561.29,10498.26,organic,2016,WestTexNewMexico
7235,1.22,86433.63,15467.4,conventional,2016,Albany
7236,0.89,512348.02,295043.20947097597,conventional,2016,Atlanta
7237,1.13,841839.93,189898.78,conventional,2016,BaltimoreWashington
7238,1.396017972711152,109590.28,54540.2,conventional,2016,Boise
7239,1.08,917091.3424611753,131170.1,conventional,2016,Boston
7240,1.396017972711152,169355.39,295043.20947097597,conventional,2016,BuffaloRochester
7241,0.93,6397813.48,1769205.32,conventional,2016,California
7242,1.14,212440.76,57169.29,conventional,2016,Charlotte
7243,1.08,913421.8,108693.54,conventional,2016,Chicago
7244,0.93,228211.44,58377.15,conventional,2016,CincinnatiDayton
7245,0.97,172183.83,39643.89,conventional,2016,Columbus
7246,0.69,1339725.73,348101.8,conventional,2016,DallasFtWorth
7247,0.78,1011265.53,525469.71,conventional,2016,Denver
7248,0.97,447346.61,103111.22,conventional,2016,Detroit
7249,0.89,332191.52,65308.13,conventional,2016,GrandRapids
7250,0.98,4154218.26,882637.66,conventional,2016,GreatLakes
7251,1.05,257743.57,79429.48,conventional,2016,HarrisburgScranton
7252,1.18,917091.3424611753,67762.86,conventional,2016,HartfordSpringfield
7253,0.69,1310677.68,183796.91,conventional,2016,Houston
7254,0.97,218237.53,64789.93,conventional,2016,Indianapolis
7255,1.0,184827.45,64810.05,conventional,2016,Jacksonville
7256,0.81,379464.47,118436.07,conventional,2016,LasVegas
7257,0.76,917091.3424611753,1195781.42,conventional,2016,LosAngeles
7258,0.92,95475.44,27960.01,conventional,2016,Louisville
7259,1.12,558953.75,159540.47,conventional,2016,MiamiFtLauderdale
7260,1.06,3029003.02,772911.0,conventional,2016,Midsouth
7261,0.9,178369.19,295043.20947097597,conventional,2016,Nashville
7262,0.87,323909.4,108864.12,conventional,2016,NewOrleansMobile
7263,1.08,1030786.84,427037.1,conventional,2016,NewYork
7264,1.12,3849051.4,295043.20947097597,conventional,2016,Northeast
7265,1.12,399074.14,63600.2,conventional,2016,NorthernNewEngland
7266,1.06,347880.73,106185.48,conventional,2016,Orlando
7267,1.17,366448.78,144993.12,conventional,2016,Philadelphia
7268,0.61,1166007.02,202045.59,conventional,2016,PhoenixTucson
7269,1.17,917091.3424611753,39258.06,conventional,2016,Pittsburgh
7270,0.95,917091.3424611753,495636.62,conventional,2016,Plains
7271,0.69,917091.3424611753,531787.27,conventional,2016,Portland
7272,1.11,284896.14,81492.38,conventional,2016,RaleighGreensboro
7273,0.99,917091.3424611753,67278.58,conventional,2016,RichmondNorfolk
7274,0.93,150910.0,53360.61,conventional,2016,Roanoke
7275,1.396017972711152,448082.46,57606.28,conventional,2016,Sacramento
7276,0.8,621350.28,223820.63,conventional,2016,SanDiego
7277,1.39,786422.89,85226.35,conventional,2016,SanFrancisco
7278,0.84,862450.87,295043.20947097597,conventional,2016,Seattle
7279,1.01,370690.55,102024.21,conventional,2016,SouthCarolina
7280,0.71,6657073.54,1328964.06,conventional,2016,SouthCentral
7281,1.01,3673260.93,1180206.12,conventional,2016,Southeast
7282,0.82,131734.46,75319.15,conventional,2016,Spokane
7283,0.91,197200.66,131088.14,conventional,2016,StLouis
7284,1.21,70543.09,30486.41,conventional,2016,Syracuse
7285,1.396017972711152,387923.77,124387.87,conventional,2016,Tampa
7286,0.9,37467885.19,10720881.55,conventional,2016,TotalUS
7287,0.77,7592473.98,3065692.14,conventional,2016,West
7288,0.73,944337.62,199616.93,conventional,2016,WestTexNewMexico
7289,1.82,2058.73,1684.55,organic,2016,Albany
7290,1.36,8352.12,2731.75,organic,2016,Atlanta
7291,1.396017972711152,22368.16,8126.62,organic,2016,BaltimoreWashington
7292,1.56,1228.73,546.68,organic,2016,Boise
7293,1.396017972711152,12779.06,295043.20947097597,organic,2016,Boston
7294,1.396017972711152,4295.0,4130.1,organic,2016,BuffaloRochester
7295,1.39,187358.5,85958.66,organic,2016,California
7296,1.77,4460.01,1170.73,organic,2016,Charlotte
7297,1.55,25405.66,678.27,organic,2016,Chicago
7298,1.4,15920.25,6055.49,organic,2016,CincinnatiDayton
7299,1.17,9508.72,295043.20947097597,organic,2016,Columbus
7300,1.11,25616.88,15845.57,organic,2016,DallasFtWorth
7301,1.0,53454.29,44431.75,organic,2016,Denver
7302,1.19,18357.84,8137.99,organic,2016,Detroit
7303,1.57,1620.45,729.49,organic,2016,GrandRapids
7304,1.33,122388.94,45656.52,organic,2016,GreatLakes
7305,1.79,8785.44,8366.36,organic,2016,HarrisburgScranton
7306,2.2,8121.64,4677.86,organic,2016,HartfordSpringfield
7307,1.11,16685.6,11102.73,organic,2016,Houston
7308,1.36,4133.9,2508.57,organic,2016,Indianapolis
7309,1.73,3452.46,1100.0,organic,2016,Jacksonville
7310,1.34,20001.54,3614.83,organic,2016,LasVegas
7311,1.01,106228.91,71300.8,organic,2016,LosAngeles
7312,1.4,2863.95,651.31,organic,2016,Louisville
7313,1.57,2548.55,1464.1,organic,2016,MiamiFtLauderdale
7314,1.22,126949.67,54389.4,organic,2016,Midsouth
7315,0.86,28242.04,12432.3,organic,2016,Nashville
7316,1.45,3885.61,3221.23,organic,2016,NewOrleansMobile
7317,1.98,40280.96,15027.98,organic,2016,NewYork
7318,1.84,119446.75,82182.03,organic,2016,Northeast
7319,1.6,12342.22,12078.31,organic,2016,NorthernNewEngland
7320,1.64,5604.81,2905.96,organic,2016,Orlando
7321,1.89,11963.98,7197.69,organic,2016,Philadelphia
7322,1.53,18395.17,2985.43,organic,2016,PhoenixTucson
7323,1.48,1614.86,1200.4,organic,2016,Pittsburgh
7324,1.57,42572.64,14038.74,organic,2016,Plains
7325,1.64,19825.05,3352.06,organic,2016,Portland
7326,1.49,6440.23,2948.79,organic,2016,RaleighGreensboro
7327,1.19,9118.19,5113.79,organic,2016,RichmondNorfolk
7328,1.06,8814.87,5092.87,organic,2016,Roanoke
7329,1.396017972711152,8477.64,412.54,organic,2016,Sacramento
7330,1.29,16158.77,6322.21,organic,2016,SanDiego
7331,2.33,25486.1,1624.45,organic,2016,SanFrancisco
7332,1.396017972711152,36396.95,17144.61,organic,2016,Seattle
7333,1.47,8123.8,4394.38,organic,2016,SouthCarolina
7334,1.15,118580.72,73478.71,organic,2016,SouthCentral
7335,1.48,54241.93,26167.09,organic,2016,Southeast
7336,1.14,917091.3424611753,1965.51,organic,2016,Spokane
7337,1.396017972711152,4042.51,2518.23,organic,2016,StLouis
7338,1.71,2326.56,2181.52,organic,2016,Syracuse
7339,1.47,4785.64,3543.97,organic,2016,Tampa
7340,1.38,1022217.32,511101.39,organic,2016,TotalUS
7341,1.31,250678.16,295043.20947097597,organic,2016,West
7342,1.36,37885.9,9932.09,organic,2016,WestTexNewMexico
7343,1.18,102490.2,13921.22,conventional,2016,Albany
7344,0.79,654018.81,231029.85,conventional,2016,Atlanta
7345,1.13,915500.04,199687.08,conventional,2016,BaltimoreWashington
7346,0.65,917091.3424611753,39683.82,conventional,2016,Boise
7347,1.07,626895.08,124237.79,conventional,2016,Boston
7348,1.15,171142.36,98706.04,conventional,2016,BuffaloRochester
7349,0.84,6933382.4,1744793.14,conventional,2016,California
7350,1.12,217385.39,60615.88,conventional,2016,Charlotte
7351,1.396017972711152,879308.05,101521.49,conventional,2016,Chicago
7352,0.94,218247.37,63021.68,conventional,2016,CincinnatiDayton
7353,0.72,242277.45,64362.32,conventional,2016,Columbus
7354,0.65,1482923.45,379620.63,conventional,2016,DallasFtWorth
7355,0.93,661913.55,292155.16,conventional,2016,Denver
7356,1.0,331109.85,295043.20947097597,conventional,2016,Detroit
7357,1.07,181857.18,63441.57,conventional,2016,GrandRapids
7358,0.96,3735389.44,1000029.46,conventional,2016,GreatLakes
7359,1.09,283535.19,75437.83,conventional,2016,HarrisburgScranton
7360,1.396017972711152,342796.24,60644.11,conventional,2016,HartfordSpringfield
7361,0.67,1393042.56,248948.86,conventional,2016,Houston
7362,0.95,217736.25,66499.09,conventional,2016,Indianapolis
7363,0.8,267225.58,101191.7,conventional,2016,Jacksonville
7364,0.83,359872.46,105547.31,conventional,2016,LasVegas
7365,0.75,3136882.52,1213749.06,conventional,2016,LosAngeles
7366,0.93,92553.22,30678.2,conventional,2016,Louisville
7367,0.88,896845.48,248999.46,conventional,2016,MiamiFtLauderdale
7368,1.04,3332609.87,865637.73,conventional,2016,Midsouth
7369,0.81,233759.31,86849.16,conventional,2016,Nashville
7370,0.87,295498.57,107513.94,conventional,2016,NewOrleansMobile
7371,1.12,1718055.86,295043.20947097597,conventional,2016,NewYork
7372,1.13,4815249.22,1180445.95,conventional,2016,Northeast
7373,1.07,917091.3424611753,62526.85,conventional,2016,NorthernNewEngland
7374,1.396017972711152,533830.62,178123.73,conventional,2016,Orlando
7375,1.17,504960.76,145552.53,conventional,2016,Philadelphia
7376,0.54,1352494.83,188932.59,conventional,2016,PhoenixTucson
7377,1.02,109421.34,295043.20947097597,conventional,2016,Pittsburgh
7378,0.95,2088524.46,295043.20947097597,conventional,2016,Plains
7379,1.396017972711152,714374.65,353689.7,conventional,2016,Portland
7380,1.396017972711152,311438.51,295043.20947097597,conventional,2016,RaleighGreensboro
7381,0.98,273208.48,74662.54,conventional,2016,RichmondNorfolk
7382,0.91,164410.77,63800.09,conventional,2016,Roanoke
7383,1.01,529817.53,56258.79,conventional,2016,Sacramento
7384,0.73,623486.79,197300.17,conventional,2016,SanDiego
7385,1.396017972711152,1017425.89,77848.85,conventional,2016,SanFrancisco
7386,0.88,917091.3424611753,430279.71,conventional,2016,Seattle
7387,0.93,420066.9,115672.19,conventional,2016,SouthCarolina
7388,1.396017972711152,6893900.54,1515562.48,conventional,2016,SouthCentral
7389,0.84,5062464.54,1620237.24,conventional,2016,Southeast
7390,0.95,95660.52,295043.20947097597,conventional,2016,Spokane
7391,0.8,233320.58,156817.8,conventional,2016,StLouis
7392,1.22,68819.0,27272.34,conventional,2016,Syracuse
7393,0.86,917091.3424611753,184380.18,conventional,2016,Tampa
7394,0.87,39607695.3,10711949.33,conventional,2016,TotalUS
7395,0.78,917091.3424611753,2246865.14,conventional,2016,West
7396,0.77,859293.22,195910.78,conventional,2016,WestTexNewMexico
7397,1.77,2328.82,1878.49,organic,2016,Albany
7398,1.38,9858.95,3620.18,organic,2016,Atlanta
7399,1.65,27335.53,14065.64,organic,2016,BaltimoreWashington
7400,1.46,917091.3424611753,395.12,organic,2016,Boise
7401,1.73,18656.87,17966.58,organic,2016,Boston
7402,1.55,6903.38,6682.22,organic,2016,BuffaloRochester
7403,1.39,208434.9,89403.05,organic,2016,California
7404,1.67,6489.79,2759.69,organic,2016,Charlotte
7405,1.63,35192.95,430.0,organic,2016,Chicago
7406,1.44,15395.22,5257.72,organic,2016,CincinnatiDayton
7407,0.99,11874.13,6173.25,organic,2016,Columbus
7408,1.0,23975.47,14424.19,organic,2016,DallasFtWorth
7409,0.74,229646.05,129548.79,organic,2016,Denver
7410,1.12,22644.96,11891.37,organic,2016,Detroit
7411,1.47,3402.66,595.03,organic,2016,GrandRapids
7412,1.28,150140.95,58412.23,organic,2016,GreatLakes
7413,1.92,11095.97,10650.72,organic,2016,HarrisburgScranton
7414,2.24,10677.34,7401.65,organic,2016,HartfordSpringfield
7415,1.07,15724.92,9755.57,organic,2016,Houston
7416,1.27,4243.55,2300.02,organic,2016,Indianapolis
7417,1.64,3650.65,1633.33,organic,2016,Jacksonville
7418,1.36,19698.45,3351.74,organic,2016,LasVegas
7419,1.04,117010.57,73339.32,organic,2016,LosAngeles
7420,1.22,2986.31,1360.73,organic,2016,Louisville
7421,1.39,6498.57,5052.03,organic,2016,MiamiFtLauderdale
7422,1.5,104046.63,48468.0,organic,2016,Midsouth
7423,1.18,11773.05,6102.27,organic,2016,Nashville
7424,1.44,917091.3424611753,3779.19,organic,2016,NewOrleansMobile
7425,2.11,50334.94,27549.57,organic,2016,NewYork
7426,1.9,151219.06,116658.88,organic,2016,Northeast
7427,1.396017972711152,13226.51,12868.53,organic,2016,NorthernNewEngland
7428,1.61,6013.98,3540.72,organic,2016,Orlando
7429,1.9,14651.93,9845.59,organic,2016,Philadelphia
7430,1.39,33498.69,4652.62,organic,2016,PhoenixTucson
7431,1.48,1541.74,1191.87,organic,2016,Pittsburgh
7432,1.29,61993.61,295043.20947097597,organic,2016,Plains
7433,1.39,38186.89,6874.55,organic,2016,Portland
7434,1.61,5854.3,1891.06,organic,2016,RaleighGreensboro
7435,1.41,8668.48,295043.20947097597,organic,2016,RichmondNorfolk
7436,1.4,6973.42,3059.3,organic,2016,Roanoke
7437,2.01,8840.73,319.44,organic,2016,Sacramento
7438,1.22,19360.95,8550.35,organic,2016,SanDiego
7439,1.396017972711152,29693.75,2093.74,organic,2016,SanFrancisco
7440,1.31,63398.87,21115.64,organic,2016,Seattle
7441,1.49,9294.82,5759.99,organic,2016,SouthCarolina
7442,1.11,110395.86,66461.0,organic,2016,SouthCentral
7443,1.47,60780.65,34328.68,organic,2016,Southeast
7444,1.46,4611.55,222.93,organic,2016,Spokane
7445,0.69,12272.56,10163.08,organic,2016,StLouis
7446,1.63,3752.94,3520.07,organic,2016,Syracuse
7447,1.47,4904.86,3703.92,organic,2016,Tampa
7448,1.25,1475457.53,716828.68,organic,2016,TotalUS
7449,1.01,628445.85,270636.88,organic,2016,West
7450,1.36,38767.82,9898.95,organic,2016,WestTexNewMexico
7451,1.03,173781.78,9289.46,conventional,2016,Albany
7452,0.77,735635.49,282138.92,conventional,2016,Atlanta
7453,1.07,929492.14,197919.93,conventional,2016,BaltimoreWashington
7454,0.63,82585.83,46416.84,conventional,2016,Boise
7455,1.05,716003.18,136089.34,conventional,2016,Boston
7456,1.11,171441.29,98638.65,conventional,2016,BuffaloRochester
7457,0.75,7661483.37,1924048.96,conventional,2016,California
7458,1.04,249786.11,64335.15,conventional,2016,Charlotte
7459,1.0,890281.5,107823.24,conventional,2016,Chicago
7460,0.94,233581.0,63838.87,conventional,2016,CincinnatiDayton
7461,0.71,224515.48,56828.31,conventional,2016,Columbus
7462,0.71,1433697.02,378393.72,conventional,2016,DallasFtWorth
7463,0.87,819111.24,389134.75,conventional,2016,Denver
7464,1.0,319391.58,115664.77,conventional,2016,Detroit
7465,1.12,191903.31,55847.85,conventional,2016,GrandRapids
7466,0.94,3801508.26,979799.97,conventional,2016,GreatLakes
7467,0.99,316410.59,78326.05,conventional,2016,HarrisburgScranton
7468,1.18,353240.26,61878.11,conventional,2016,HartfordSpringfield
7469,0.68,1308614.45,248418.78,conventional,2016,Houston
7470,0.92,207488.02,72098.68,conventional,2016,Indianapolis
7471,0.68,370646.01,295043.20947097597,conventional,2016,Jacksonville
7472,0.85,363104.7,116812.66,conventional,2016,LasVegas
7473,0.62,917091.3424611753,1360962.1,conventional,2016,LosAngeles
7474,0.88,128108.76,39768.49,conventional,2016,Louisville
7475,0.79,1078794.69,291295.59,conventional,2016,MiamiFtLauderdale
7476,0.99,917091.3424611753,876427.07,conventional,2016,Midsouth
7477,0.81,237679.37,81673.64,conventional,2016,Nashville
7478,0.58,564738.86,161891.76,conventional,2016,NewOrleansMobile
7479,1.22,1536109.56,401177.4,conventional,2016,NewYork
7480,1.12,5247266.74,1179490.59,conventional,2016,Northeast
7481,1.02,628512.14,50413.81,conventional,2016,NorthernNewEngland
7482,0.76,667818.16,223889.61,conventional,2016,Orlando
7483,1.21,478384.72,145983.06,conventional,2016,Philadelphia
7484,1.396017972711152,1178000.01,181703.35,conventional,2016,PhoenixTucson
7485,0.92,169483.29,50118.66,conventional,2016,Pittsburgh
7486,0.97,2093998.59,504325.11,conventional,2016,Plains
7487,0.76,852118.86,465219.77,conventional,2016,Portland
7488,1.06,326468.57,88161.52,conventional,2016,RaleighGreensboro
7489,0.95,283660.1,77191.57,conventional,2016,RichmondNorfolk
7490,0.87,178487.59,295043.20947097597,conventional,2016,Roanoke
7491,1.396017972711152,481861.11,55338.55,conventional,2016,Sacramento
7492,0.68,679213.01,213182.47,conventional,2016,SanDiego
7493,0.99,1001227.21,72797.93,conventional,2016,SanFrancisco
7494,0.82,917091.3424611753,484432.52,conventional,2016,Seattle
7495,0.76,591962.95,171184.42,conventional,2016,SouthCarolina
7496,0.71,6953488.71,1594861.23,conventional,2016,SouthCentral
7497,0.75,6415228.14,295043.20947097597,conventional,2016,Southeast
7498,0.86,116347.79,53406.54,conventional,2016,Spokane
7499,0.79,256180.45,145834.58,conventional,2016,StLouis
7500,1.31,83407.69,26695.9,conventional,2016,Syracuse
7501,0.75,741724.85,235291.61,conventional,2016,Tampa
7502,0.84,42867608.54,11804441.3,conventional,2016,TotalUS
7503,0.79,7158300.84,2688397.82,conventional,2016,West
7504,0.73,926205.77,255700.36,conventional,2016,WestTexNewMexico
7505,1.78,1604.0,1357.72,organic,2016,Albany
7506,1.25,11049.83,4909.38,organic,2016,Atlanta
7507,1.77,24200.98,12637.31,organic,2016,BaltimoreWashington
7508,0.92,2440.13,1943.85,organic,2016,Boise
7509,1.396017972711152,18536.65,17086.27,organic,2016,Boston
7510,1.58,7208.06,6937.85,organic,2016,BuffaloRochester
7511,1.24,225346.56,76157.99,organic,2016,California
7512,1.68,5736.02,1827.41,organic,2016,Charlotte
7513,1.61,31458.63,569.94,organic,2016,Chicago
7514,1.13,20458.94,11048.06,organic,2016,CincinnatiDayton
7515,1.29,5872.4,2476.25,organic,2016,Columbus
7516,1.09,21668.3,13526.68,organic,2016,DallasFtWorth
7517,1.396017972711152,182067.69,55697.89,organic,2016,Denver
7518,1.55,13441.92,5207.25,organic,2016,Detroit
7519,1.36,2405.79,612.23,organic,2016,GrandRapids
7520,1.4,121983.64,44751.23,organic,2016,GreatLakes
7521,1.79,9184.96,8718.46,organic,2016,HarrisburgScranton
7522,2.4,13840.67,6788.05,organic,2016,HartfordSpringfield
7523,1.1,16297.47,10315.88,organic,2016,Houston
7524,1.38,4413.98,295043.20947097597,organic,2016,Indianapolis
7525,1.65,3584.65,870.0,organic,2016,Jacksonville
7526,1.51,13228.93,2176.85,organic,2016,LasVegas
7527,1.11,102002.62,62543.21,organic,2016,LosAngeles
7528,1.35,2389.94,1194.91,organic,2016,Louisville
7529,1.43,4107.48,3433.33,organic,2016,MiamiFtLauderdale
7530,1.55,97128.22,43506.87,organic,2016,Midsouth
7531,1.45,8547.72,3523.24,organic,2016,Nashville
7532,1.44,5262.04,4408.24,organic,2016,NewOrleansMobile
7533,2.16,54477.59,29063.38,organic,2016,NewYork
7534,1.94,151476.61,107756.68,organic,2016,Northeast
7535,1.62,11626.48,11498.15,organic,2016,NorthernNewEngland
7536,1.6,5699.71,3431.25,organic,2016,Orlando
7537,1.396017972711152,13101.38,7570.77,organic,2016,Philadelphia
7538,1.3,19517.25,5095.46,organic,2016,PhoenixTucson
7539,1.42,2119.08,1694.73,organic,2016,Pittsburgh
7540,1.59,42077.45,14510.87,organic,2016,Plains
7541,1.03,44515.8,28318.93,organic,2016,Portland
7542,1.59,6514.47,2116.41,organic,2016,RaleighGreensboro
7543,1.37,8833.79,3550.96,organic,2016,RichmondNorfolk
7544,1.35,6667.12,2855.78,organic,2016,Roanoke
7545,1.41,13056.72,428.58,organic,2016,Sacramento
7546,1.37,17211.18,6976.32,organic,2016,SanDiego
7547,1.33,47035.36,295043.20947097597,organic,2016,SanFrancisco
7548,1.25,54382.38,25843.73,organic,2016,Seattle
7549,1.44,917091.3424611753,5213.76,organic,2016,SouthCarolina
7550,1.13,113305.24,68177.32,organic,2016,SouthCentral
7551,1.44,57064.62,31668.97,organic,2016,Southeast
7552,1.27,3665.51,1886.85,organic,2016,Spokane
7553,1.3,5153.05,3215.66,organic,2016,StLouis
7554,1.54,3118.81,3004.87,organic,2016,Syracuse
7555,1.49,4800.24,3680.0,organic,2016,Tampa
7556,1.28,1317867.0,295043.20947097597,organic,2016,TotalUS
7557,1.396017972711152,509484.65,295043.20947097597,organic,2016,West
7558,1.09,52358.11,7750.19,organic,2016,WestTexNewMexico
7559,1.27,120194.49,22929.96,conventional,2016,Albany
7560,0.81,643699.77,284413.81,conventional,2016,Atlanta
7561,0.95,1103888.28,207324.76,conventional,2016,BaltimoreWashington
7562,0.61,106409.67,57804.69,conventional,2016,Boise
7563,0.85,924194.42,138959.31,conventional,2016,Boston
7564,1.09,201142.55,101271.16,conventional,2016,BuffaloRochester
7565,0.79,7808461.74,2140203.55,conventional,2016,California
7566,1.05,253622.75,65349.32,conventional,2016,Charlotte
7567,0.97,974740.13,145940.1,conventional,2016,Chicago
7568,0.86,314243.15,108920.28,conventional,2016,CincinnatiDayton
7569,0.9,201205.97,295043.20947097597,conventional,2016,Columbus
7570,0.72,1475782.06,354629.31,conventional,2016,DallasFtWorth
7571,0.8,1113912.58,491569.65,conventional,2016,Denver
7572,0.96,500424.55,139627.78,conventional,2016,Detroit
7573,1.04,272057.12,63737.54,conventional,2016,GrandRapids
7574,0.94,4460481.53,1138586.25,conventional,2016,GreatLakes
7575,0.91,373544.69,78507.39,conventional,2016,HarrisburgScranton
7576,1.396017972711152,522565.33,66469.99,conventional,2016,HartfordSpringfield
7577,0.65,1406283.85,256951.77,conventional,2016,Houston
7578,0.93,228601.39,86105.83,conventional,2016,Indianapolis
7579,0.8,224519.56,76357.84,conventional,2016,Jacksonville
7580,0.83,427575.05,103538.03,conventional,2016,LasVegas
7581,0.64,3942054.31,1487758.56,conventional,2016,LosAngeles
7582,0.86,139475.75,295043.20947097597,conventional,2016,Louisville
7583,1.01,653844.27,166546.74,conventional,2016,MiamiFtLauderdale
7584,0.95,3850645.65,900147.78,conventional,2016,Midsouth
7585,0.88,212720.44,70737.5,conventional,2016,Nashville
7586,0.63,495732.92,148486.67,conventional,2016,NewOrleansMobile
7587,0.77,2740587.86,409104.92,conventional,2016,NewYork
7588,0.87,6899727.12,1305784.11,conventional,2016,Northeast
7589,0.97,546838.34,118311.98,conventional,2016,NorthernNewEngland
7590,0.95,432737.31,137892.73,conventional,2016,Orlando
7591,0.91,698601.84,149862.79,conventional,2016,Philadelphia
7592,0.57,1489269.33,192225.18,conventional,2016,PhoenixTucson
7593,0.89,917091.3424611753,42787.59,conventional,2016,Pittsburgh
7594,0.86,2664926.82,586276.81,conventional,2016,Plains
7595,0.75,969780.21,549125.2,conventional,2016,Portland
7596,1.07,318524.19,89696.17,conventional,2016,RaleighGreensboro
7597,0.9,334121.64,80728.44,conventional,2016,RichmondNorfolk
7598,0.87,184595.6,60828.07,conventional,2016,Roanoke
7599,1.396017972711152,569710.14,70586.27,conventional,2016,Sacramento
7600,0.78,649503.23,219907.91,conventional,2016,SanDiego
7601,1.06,961334.65,83303.81,conventional,2016,SanFrancisco
7602,0.82,1007800.54,573690.22,conventional,2016,Seattle
7603,0.82,504149.45,148369.49,conventional,2016,SouthCarolina
7604,0.72,7281887.35,1550045.03,conventional,2016,SouthCentral
7605,0.86,4651540.06,1510896.22,conventional,2016,Southeast
7606,0.84,127403.24,56829.74,conventional,2016,Spokane
7607,0.85,263363.51,182064.39,conventional,2016,StLouis
7608,1.23,85623.78,32833.67,conventional,2016,Syracuse
7609,0.92,493628.61,158068.61,conventional,2016,Tampa
7610,0.82,46324529.7,12211187.76,conventional,2016,TotalUS
7611,0.75,8706859.44,3079248.01,conventional,2016,West
