AveragePrice,TotalVolume,4046,4225,4770,TotalBags,SmallBags,LargeBags,XLargeBags,type,year,region,split
1.63,41361.94,16328.26,6860.8,379.04,17793.84,16603.66,1190.18,0.0,1,2016,46,-2.3398549783384492
1.42,2705.96,49.87,1306.09,0.0,1350.0,0.0,1350.0,0.0,1,2016,47,-0.5550383767524217
1.6,3198.3,1598.53,35.88,0.0,1563.89,1563.89,0.0,0.0,1,2016,50,0.15438794646532306
1.43,772077.2,108929.21,269687.52,5515.91,387944.56,204288.83,183655.73,0.0,1,2016,51,-0.5390860643568128
1.23,216330.45,26543.86,55055.64,81.03,134649.92,46628.66,88021.26,0.0,1,2016,52,-1.1594459484394815
1.64,11626.56,1618.9,4032.03,2.34,5973.29,5957.67,75899.23798835442,0.0,1,2016,53,0.49682842846508285
1.07,169614.01,2031.67,157271.87,109.88,10200.59,9349.67,850.92,4405.6384670481,0,2016,0,0.7290157480188512
0.76,722211.0,415641.47,134517.41,418.98,171633.14,77183.81,94449.33,0.0,0,2016,1,-0.5722049276326677
1.1,966321.0,73754.24,621956.14,48009.43,222601.19,217666.76,4934.43,0.0,0,2016,2,1.714988732175169
0.82,123715.17,42825.57,14822.29,17989.29,48078.02,47555.74,452.82,69.46,0,2016,3,-0.7203890271344111
1.05,678810.37,5986.94,511548.6,25200.19,136074.64,134178.5,1896.14,0.0,0,2016,4,0.23506041856907572
0.7,10361698.17,298153.02075182484,3950852.38,424389.6,3056112.91,2693843.02,344774.59,17495.3,0,2016,6,-0.4643259954970024
0.8,325941.39,63128.71,160544.54,42056.68,60211.46,42529.78,17681.68,0.0,0,2016,7,0.26870703124524536
0.82,1134049.22,68454.39,758581.79,155377.3,151635.74,129791.42,21748.61,95.71,0,2016,8,0.7255025562679372
0.81,233905.62,99884.81,55303.67,36191.68,42525.46,30226.47,6961.25,5337.74,0,2016,10,1.7920230589298032
0.71,1515264.27,766439.13,295828.4299183668,143875.64,194691.13,155052.63,20895.02,18743.48,0,2016,11,0.2113579390522922
0.63,1365558.26,230721.51,557897.36,18935.14,558004.25,50217.97,75899.23798835442,0.0,0,2016,12,0.22967800969060045
1.3960179727111521,594784.92,169611.09,118251.74,192417.1,114504.99,58664.35,17270.46,38570.18,0,2016,13,0.25089277887528455
0.94,290555.59,3935.71,295828.4299183668,43866.57,37746.74,23628.97,75899.23798835442,11711.85,0,2016,14,-0.898482045802513
0.85,4865296.26,652666.36,2644419.02,704466.56,863744.32,516542.03,238503.11,4405.6384670481,0,2016,15,-0.5300467756379316
1.1,310166.32,42668.36,186545.28,334.31,80618.37,78497.61,2120.76,0.0,0,2016,16,0.225492614721297
1.16,393866.28,4834.86,306373.73,530.92,82126.77,78438.83,3684.57,3.37,0,2016,17,-1.1239246446378999
0.69,1323490.25,528669.72,424427.32,203797.87,166595.34,71538.94,75749.73,19306.67,0,2016,18,0.5304728447914526
0.88,240237.26,13926.79,145591.86,22463.61928975053,53010.59,24152.64,25269.26,3588.69,0,2016,19,0.9738446127685492
0.74,437746.54,191144.38,142489.45,10624.82,93487.89,212419.8848198304,41598.61,0.0,0,2016,21,-0.3979026116680675
0.58,4982700.11,1262681.15,1447533.8,98684.4,2173800.76,1911608.83,245385.02,16806.91,0,2016,22,0.3351035611359866
0.85,148704.27,2805.31,98136.23,10193.62,37569.11,12782.1,22422.61,2364.4,0,2016,23,-0.28515274937075297
0.59,1180631.07,649646.72,241271.36,231.23,289481.76,71559.97,217921.79,0.0,0,2016,24,-1.3127583684231088
0.91,4131614.84,867821.71,2164456.6,220032.02,879304.51,712463.41,162491.57,4349.53,0,2016,25,-0.05290418656337223
0.77,268608.69,124530.37,59611.16,22463.61928975053,76708.08,39458.27,37249.81,0.0,0,2016,26,-0.485101492173191
0.58,542750.89,348348.45,55886.98,566.5,137948.96,114075.87,23873.09,0.0,0,2016,27,-0.9586539375540907
1.03,5919226.12,125570.46,4290645.89,59775.41,1443234.36,1369646.25,73584.63,3.48,0,2016,29,-0.31166236925957874
1.3960179727111521,605846.78,3738.02,531499.59,16922.98,53686.19,51858.11,1828.08,0.0,0,2016,30,-1.8429450590342253
0.58,696369.34,370221.57,119918.66,221.91,206007.2,50078.9,155928.3,0.0,0,2016,31,-1.2342617120037926
0.55,1609195.36,1093424.86,286748.57,57213.24,171808.69,88259.09,83549.6,0.0,0,2016,33,-0.9748864990923631
1.18,105805.21,3398.51,72083.75,1740.09,28582.86,21916.83,6666.03,0.0,0,2016,34,-0.5851270803391591
0.83,917091.3424611752,1206795.22,1165322.88,29501.59,437233.55,373119.34,62700.76,1413.45,0,2016,35,0.28509441924595513
0.72,948838.16,90313.08,340413.42,17669.38,500442.28,498461.43,1358.08,622.77,0,2016,36,1.725942889015263
0.86,403849.99,82796.77,207314.39,41708.37,72030.46,66876.3,5151.7,2.46,0,2016,37,0.34215670057751085
1.3960179727111521,394461.41,145746.61,168148.89,11393.01,69172.9,65402.67,3770.23,0.0,0,2016,38,-1.0616743789894922
0.61,917660.79,212980.89,302238.82,23694.84,378746.24,292228.73,86517.51,0.0,0,2016,41,-0.9959481255315107
0.89,1355047.15,333064.46,858526.37,72545.79,90910.53,90251.06,619.09,40.38,0,2016,42,-0.24039980664086585
0.75,1040955.47,110675.58,347695.79,6322.02,576262.08,573866.81,1573.35,821.92,0,2016,43,0.36724749738345236
0.62,6847218.72,3614202.25,1364491.37,22097.49,1846427.61,740216.91,1106150.27,60.43,0,2016,46,0.5871474815937431
0.74,154732.54,25009.68,56113.16,1283.73,72325.97,72052.59,91.48,181.9,0,2016,47,1.367794137976655
0.87,271355.48,76562.84,80994.41,32.76,113765.47,71787.46,41934.23,43.78,0,2016,48,0.4254693172758
1.28,90935.19,1462.82,60707.3,23.26,28741.81,28032.92,708.89,0.0,0,2016,49,0.33984092594790916
0.56,822548.66,385584.08,189389.79,105.28,247469.51,98976.22,148493.29,0.0,0,2016,50,1.0761840359142925
0.76,52288697.89,16573573.78,20470572.61,2546439.11,12698112.39,9083373.04,3373077.87,241661.48,0,2016,51,-1.2269052148392696
0.69,9718438.84,3353158.49,2960080.17,281618.2,3123581.98,1921219.6,1187478.3,14884.08,0,2016,52,-1.0843062481140637
0.68,1198679.87,755962.49,197733.56,74916.26,170067.56,100403.73,41471.6,28192.23,0,2016,53,2.091937984149462
1.81,1252.86,33.15,254.56,0.0,965.15,962.52,2.63,0.0,1,2016,0,0.4970198260066339
1.72,5420.87,1932.23,2613.21,22463.61928975053,875.43,160.0,715.43,0.0,1,2016,1,0.9402709350150639
1.66,17201.44,643.01,7814.15,346.1,8398.18,2034.08,6364.1,0.0,1,2016,2,-0.4397928318396835
0.84,2073.07,15.15,460.94,0.0,1596.98,720.0,876.98,0.0,1,2016,3,-1.4422851841702322
1.62,9462.0,7.59,1515.63,0.0,7938.78,7179.88,758.9,0.0,1,2016,4,0.29659064234888943
1.38,156586.25,13085.23,84118.36,78.91,59303.75,42734.34,16569.41,0.0,1,2016,6,-0.5588895352057213
1.6,31000.01,298153.02075182484,29897.7,0.0,230.0,230.0,0.0,0.0,1,2016,8,0.38544624483167567
1.11,14072.95,443.33,8905.29,0.0,4724.33,203.33,4521.0,4405.6384670481,1,2016,9,1.7721819254924767
1.31,3999.51,499.69,2482.27,2.16,1015.39,161.58,853.81,0.0,1,2016,10,-1.4965263448864168
1.27,14931.85,7123.02,778.11,0.0,7030.72,6954.58,76.14,0.0,1,2016,11,1.0490024055458844
1.08,917091.3424611752,4205.46,3815.33,32.99,27641.03,4198.37,23442.66,0.0,1,2016,12,-1.032905520819658
1.33,10472.65,1808.94,5778.2,0.0,2885.51,406.67,2478.84,0.0,1,2016,13,-0.7237452130636276
1.46,2112.25,1353.88,561.7,0.0,196.67,196.67,0.0,0.0,1,2016,14,0.5853214782035243
1.41,94983.64,9750.65,64417.17,9.18,20806.64,6395.71,14410.93,0.0,1,2016,15,-0.6748569869019967
1.91,7315.19,174.72,253.63,7.42,6879.42,2492.63,4386.79,0.0,1,2016,16,1.5433977068278177
2.32,917091.3424611752,190.13,5285.63,13.48,2047.06,1900.23,146.83,4405.6384670481,1,2016,17,0.36304748712345164
1.37,12049.42,7098.05,77.31,0.0,4874.06,4146.94,727.12,0.0,1,2016,18,-0.4785513121895537
1.37,3025.26,363.35,1459.7,3.32,1198.89,533.33,665.56,0.0,1,2016,19,-0.44137071423878665
1.7,2292.78,1370.93,59.67,12.18,850.0,850.0,0.0,0.0,1,2016,20,1.277670570983839
1.41,7720.32,1466.84,2881.87,0.0,3371.61,212419.8848198304,403.05,0.0,1,2016,21,1.3497744635444935
1.07,80943.91,7720.21,22562.0,37.04,50624.66,38739.27,11885.39,0.0,1,2016,22,-0.46123062793281483
1.59,1259.46,7.32,890.84,0.0,361.3,83.33,277.97,0.0,1,2016,23,0.5320996335226855
1.52,70234.9,2936.84,33647.52,2422.38,31228.16,14107.98,17120.18,0.0,1,2016,25,0.7792336702742774
1.4,5805.78,579.26,2809.35,0.0,2417.17,1650.0,75899.23798835442,0.0,1,2016,26,-1.5172599380587164
1.41,2672.99,305.99,0.0,22463.61928975053,2367.0,2367.0,0.0,0.0,1,2016,27,-0.1866482211338701
1.95,30482.41,4811.67,9963.04,1515.57,14192.13,8387.82,5804.31,0.0,1,2016,28,-0.4000509988829359
1.9,96595.25,7260.63,23222.81,1329.99,64781.82,38548.58,26233.24,0.0,1,2016,29,-1.1141658071376483
1.7,3886.64,2384.31,72.33,0.0,295043.209470976,1430.0,0.0,0.0,1,2016,31,1.1419089751922362
1.6,9473.34,5808.71,991.9,0.0,2672.73,2400.51,272.22,0.0,1,2016,33,0.6893261388684618
1.57,37624.17,298153.02075182484,17837.59,3581.64,12919.51,8836.54,4082.97,0.0,1,2016,35,2.615832108941323
1.3960179727111521,30022.42,1306.98,12257.79,0.0,16457.65,12385.21,75899.23798835442,0.0,1,2016,36,0.8580911342305825
1.54,5562.26,215.41,2621.54,515.02,2210.29,1280.7,929.59,0.0,1,2016,37,-0.6800934815658747
1.34,4905.87,133.45,2540.32,283.58,1948.52,1045.61,902.91,0.0,1,2016,38,-0.5150374487130672
1.72,8361.61,1176.14,6908.66,0.0,276.81,276.81,0.0,0.0,1,2016,40,-0.3457947811157765
1.32,13419.01,883.53,7162.51,12.78,5360.19,311.44,5048.75,0.0,1,2016,41,-1.2661220316506911
1.93,26088.82,1240.75,24785.95,0.0,62.12,62.12,0.0,0.0,1,2016,42,1.8420592396795084
1.26,33199.26,557.91,13292.78,29.22,19319.35,7549.44,11769.91,0.0,1,2016,43,0.07363147394828115
1.61,4661.03,573.69,1792.04,364.71,1930.59,1801.35,129.24,0.0,1,2016,44,-0.3304751190480724
1.35,69236.98,28638.16,4956.5,0.0,35642.32,33200.13,75899.23798835442,0.0,1,2016,45,0.26859537682691537
1.61,36963.31,13154.94,7667.79,504.48,15636.1,14354.53,1281.57,0.0,1,2016,46,-0.9531352678184694
1.22,3042.3,59.36,1319.25,0.0,1663.69,234.02,1429.67,0.0,1,2016,47,-1.0184204667093355
1.63,4026.22,1245.18,640.98,0.0,2140.06,23.89,2116.17,0.0,1,2016,48,0.36877833805960425
2.06,917091.3424611752,1.25,172.76,0.0,2908.7,797.23,2111.47,0.0,1,2016,49,-1.1309702261419121
1.49,3031.31,1128.33,16.05,22463.61928975053,295043.209470976,1886.93,0.0,0.0,1,2016,50,0.47239157166027806
1.22,196570.63,23296.91,54945.8,102.18,118225.74,52341.87,75899.23798835442,0.0,1,2016,52,1.7381315352303068
0.97,481484.29,313342.08,57925.31,1008.13,109208.77,74366.38,34842.39,0.0,0,2016,1,-0.9028053993068152
1.11,905144.72,72824.97,596869.49,60290.41,175159.85,168368.44,6791.41,0.0,0,2016,2,-0.49041701362073303
0.94,78070.34,38043.2,5302.57,6617.29,28107.28,28012.67,85.14,9.47,0,2016,3,0.7407242626368732
1.29,137984.28,1921.88,60453.06,40.49,75568.85,73328.85,2240.0,0.0,0,2016,5,0.6306582682518336
0.82,6807283.15,1998149.71,1974912.11,278558.48,2555662.85,2207054.69,333029.79,15578.37,0,2016,6,-0.81576550354839
1.0,204110.86,45730.46,87862.03,18323.51,52194.86,44807.51,7387.35,0.0,0,2016,7,0.3767756412687829
1.0,803120.71,45558.04,501188.76,131202.78,125171.13,106296.76,18322.72,551.65,0,2016,8,1.1269904517048464
0.86,229211.34,3898.22,144374.76,8008.86,72929.5,212419.8848198304,53192.11,1378.43,0,2016,9,-0.6311066300519763
0.65,1358553.29,749745.24,306905.42,135347.78,166554.85,150047.23,14228.97,2278.65,0,2016,11,-0.2365114093317954
0.7,966134.31,178547.07,277085.15,17992.56,295043.209470976,43323.93,449185.6,0.0,0,2016,12,2.7034207489333157
1.0,334544.52,129795.42,51191.64,71030.49,82526.97,60254.29,12167.81,10104.87,0,2016,13,0.6061191301041403
1.13,154975.46,3573.23,98244.04,14048.13,39110.06,28771.2,6755.11,3583.75,0,2016,14,0.7925390179690245
0.96,3386951.48,298153.02075182484,1784879.1,352376.13,747005.48,499432.73,75899.23798835442,31009.63,0,2016,15,-0.5304006495566816
1.09,264904.19,39983.9,155336.11,224.2,69359.98,67077.95,2282.03,0.0,0,2016,16,0.160723332904257
1.1,917091.3424611752,6064.88,326486.66,316.89,65572.7,61273.21,75899.23798835442,0.0,0,2016,17,0.5603209660062944
0.67,1191352.2,518192.1,334137.36,22463.61928975053,128993.44,67726.6,55041.28,6225.56,0,2016,18,0.4904475112354097
1.3960179727111521,219871.64,13525.56,133956.97,22463.61928975053,56767.53,212419.8848198304,27220.07,2307.08,0,2016,19,-0.16115501543147337
0.95,917091.3424611752,74835.5,23877.54,377.48,52633.55,20566.26,32067.29,0.0,0,2016,20,0.5730376611844157
0.79,917091.3424611752,298153.02075182484,110749.56,7330.96,108879.52,47967.47,60912.05,0.0,0,2016,21,1.4843508421450684
0.65,3664088.6,931605.09,837742.21,90043.21,1804698.09,1567442.4,222150.04,15105.65,0,2016,22,1.0218936535343857
0.86,124650.69,2921.35,81575.81,3867.4,295043.209470976,212419.8848198304,22781.44,774.82,0,2016,23,-0.04077945030032988
1.12,446631.37,219037.75,101866.88,75.47,125651.27,54765.16,70886.11,0.0,0,2016,24,-1.321867766056677
0.99,3173460.24,654357.46,1639480.98,144264.21,735357.59,620880.86,113431.73,1045.0,0,2016,25,-0.025817214899402387
0.88,203205.09,103368.34,42830.57,8627.2,48378.98,32189.53,16189.45,0.0,0,2016,26,-0.227044962319779
0.81,269319.37,175416.56,29031.38,379.12,64492.31,51330.77,13161.54,0.0,0,2016,27,1.5694885918406107
1.08,4959257.88,121413.01,3553331.27,129490.05,1155023.55,1047179.93,107841.88,1.74,0,2016,29,0.6127523541158333
0.99,456439.67,4686.98,316152.87,41374.9,94224.92,91688.51,2536.41,0.0,0,2016,30,-1.6258146967868998
0.96,312270.64,168683.78,50342.11,103.25,295043.209470976,212419.8848198304,50811.06,0.0,0,2016,31,-0.30383230171818204
1.19,445228.64,15846.19,295828.4299183668,1006.08,144768.8,132177.05,12591.75,0.0,0,2016,32,0.7452911355872897
0.61,1209857.67,788381.39,243842.36,22140.43,155493.49,77572.93,77920.56,0.0,0,2016,33,0.6230502460122461
1.14,87228.1,2425.21,52891.65,22463.61928975053,30579.04,19080.09,11498.95,0.0,0,2016,34,0.07159664685263593
0.97,1790822.72,869882.86,525736.46,20578.05,374625.35,340809.47,32439.63,1376.25,0,2016,35,-0.19422388194728696
0.87,567176.93,98599.11,169228.62,15639.48,283709.72,283183.03,392.08,134.61,0,2016,36,-0.7578772250793835
0.92,254611.93,69755.44,118256.29,4864.42,61735.78,58227.8,3507.98,0.0,0,2016,38,0.8375324280012992
0.9,159758.46,47759.39,55674.85,185.96,56138.26,52052.28,4085.98,0.0,0,2016,39,0.9979902677350169
1.04,447945.8,143312.43,207645.46,17758.15,79229.76,79168.62,17.47,43.67,0,2016,40,1.4971019729351511
1.3960179727111521,595414.77,173874.57,295828.4299183668,22029.85,259056.07,161727.63,97328.44,0.0,0,2016,41,0.6177976607008223
0.98,593651.59,105339.16,152777.85,8215.67,327318.91,326841.0,284.73,193.18,0,2016,43,-1.6272989055594669
0.91,342704.71,180057.56,81396.58,6594.27,74656.3,50158.17,24498.13,0.0,0,2016,44,0.1527829463625603
0.98,3234338.23,1737634.8,613313.92,12099.24,871290.27,499341.01,371949.26,0.0,0,2016,46,0.3218331290833338
0.95,917091.3424611752,22683.59,21398.24,2422.28,35122.33,35052.5,75899.23798835442,16.73,0,2016,47,0.09955633834754768
1.28,65765.73,1088.74,37685.2,22463.61928975053,295043.209470976,25835.23,1115.56,0.0,0,2016,49,-1.4275708355581065
1.0,329879.07,160675.05,76135.86,78.63,92989.53,56730.92,36258.61,0.0,0,2016,50,1.6741374469242376
0.88,36476441.86,11913078.3,13187973.29,1811090.71,9564299.56,7102422.27,2387455.67,74421.62,0,2016,51,1.4581599374440872
0.78,6774726.47,2645973.11,1680248.49,155260.97,2293243.9,1225073.29,1064255.94,3914.67,0,2016,52,-0.4842758872104946
1.81,1247.8,50.84,263.65,0.0,933.31,933.31,0.0,0.0,1,2016,0,-0.22488528035942612
1.82,14927.44,625.56,7940.04,269.05,6092.79,3703.26,2389.53,0.0,1,2016,2,1.9102411700888633
0.87,2863.27,42.95,839.99,0.0,1980.33,204.91,1775.42,4405.6384670481,1,2016,3,-0.7481614517878769
1.99,4577.72,0.0,246.79,0.0,4330.93,2769.87,1561.06,0.0,1,2016,5,1.9807414997259718
1.3960179727111521,3610.52,307.68,1674.06,502.11,1126.67,1126.67,0.0,0.0,1,2016,7,-0.312348996596628
1.01,17338.51,545.84,295828.4299183668,0.0,7703.88,212419.8848198304,7409.47,0.0,1,2016,9,0.4703954005491088
1.27,15673.4,6386.7,573.59,0.0,8713.11,7072.31,1640.8,0.0,1,2016,11,-0.4931346577436459
1.18,30537.03,6478.87,3527.28,27.51,20503.37,1928.78,18574.59,0.0,1,2016,12,0.16151876259672854
1.31,10918.3,2185.23,5667.24,0.0,3065.83,346.67,2719.16,4405.6384670481,1,2016,13,0.180827654344751
1.36,2168.35,919.81,295828.4299183668,0.0,266.67,266.67,0.0,0.0,1,2016,14,-0.8529069378534408
1.34,917091.3424611752,9506.17,61569.33,0.0,29141.94,9377.96,19763.98,0.0,1,2016,15,1.0055595608483991
2.22,4784.79,208.23,249.04,20.39,4307.13,1530.68,2776.45,0.0,1,2016,16,0.7570788101496907
1.24,14196.18,6478.08,52.39,0.0,7665.71,5084.44,2581.27,0.0,1,2016,18,-0.5755006152437586
1.24,3182.4,368.91,1277.17,0.0,1536.32,590.0,946.32,0.0,1,2016,19,0.88069481877589
1.28,9595.71,1481.93,3314.57,0.0,4799.21,3443.29,1355.92,0.0,1,2016,21,0.5014553756260515
1.45,3336.03,1074.21,5.16,0.0,2256.66,212419.8848198304,3.33,0.0,1,2016,24,-0.2956032417502227
1.52,66026.03,2939.06,32755.22,1927.84,28403.91,16485.43,75899.23798835442,0.0,1,2016,25,0.9782859524361626
1.66,10158.92,5.01,169.07,0.0,9984.84,9984.84,0.0,0.0,1,2016,30,0.9632853018925516
1.69,4079.97,2474.96,295828.4299183668,0.0,1557.49,1557.49,0.0,0.0,1,2016,31,0.3856870489158445
2.07,5952.62,686.01,2615.97,23.18,2627.46,1144.04,1483.42,4405.6384670481,1,2016,32,-0.43038283846101955
1.34,12060.32,6179.97,1601.26,0.0,4279.09,212419.8848198304,1252.11,0.0,1,2016,33,-1.2855296249573391
1.68,36769.77,4150.81,295828.4299183668,3353.47,12066.92,7771.32,4295.6,0.0,1,2016,35,0.8085544013802305
0.9,63682.51,1154.71,18425.48,3.31,44099.01,1433.94,42665.07,0.0,1,2016,36,-1.4526489000084033
1.59,4235.48,183.68,1987.42,397.71,1666.67,1297.39,369.28,0.0,1,2016,37,-0.3610715442594805
1.29,5510.43,177.82,2574.21,212.43,2545.97,1288.89,1257.08,0.0,1,2016,38,-1.047925308253418
1.21,6559.49,107.13,295828.4299183668,0.0,3466.1,755.11,2710.99,0.0,1,2016,39,-0.5205880910745057
1.98,7588.38,1013.96,6423.04,0.0,151.38,148.47,2.91,0.0,1,2016,40,-0.8205247684013246
2.37,21276.09,1014.44,20230.54,0.0,31.11,31.11,0.0,0.0,1,2016,42,-0.2237003771032745
0.98,71534.03,455.72,20258.99,40.95,50778.37,1904.23,48874.14,0.0,1,2016,43,-1.699098551347099
1.55,4901.72,646.76,1624.04,22463.61928975053,2382.19,2178.3,203.89,0.0,1,2016,44,-1.0224811095077793
1.31,75226.48,25976.29,6077.93,0.0,43172.26,33318.79,9853.47,0.0,1,2016,45,1.2973971730918452
1.57,39730.5,14094.73,7433.77,388.89,17813.11,15792.13,2020.98,0.0,1,2016,46,-0.20805637934507043
0.98,5990.65,64.99,1798.79,0.0,4126.87,146.55,3980.32,0.0,1,2016,47,-0.1589525159507857
1.71,4744.15,1732.47,659.07,0.0,2352.61,41.1,2311.51,0.0,1,2016,48,-0.08537215076856507
1.96,1909.55,0.0,141.31,0.0,1768.24,1309.94,458.3,0.0,1,2016,49,0.8514011627570575
1.48,3302.62,1163.01,29.61,0.0,2110.0,2110.0,0.0,0.0,1,2016,50,-0.921881854811095
1.37,852463.31,102897.63,306235.69,6955.69,436374.3,201936.87,234437.43,0.0,1,2016,51,-0.31943413746713056
1.07,292307.61,27729.22,74888.46,133.74,189556.19,212419.8848198304,164102.24,0.0,1,2016,52,-1.053062411745818
1.39,15805.58,1483.39,4975.83,38.02,9308.34,6330.13,2978.21,0.0,1,2016,53,-0.335362770144744
0.74,93951.14,37807.51,295828.4299183668,4890.81,42168.27,42111.91,50.05,6.31,0,2016,3,-1.2111647471472393
1.3960179727111521,126537.43,1500.02,52665.54,31.37,72340.5,69018.28,3322.22,0.0,0,2016,5,1.3271808074239566
1.3960179727111521,6374019.03,1776499.0,2073957.12,267508.94,2256053.97,2073467.05,167309.24,15277.68,0,2016,6,-0.09190665829974112
1.3960179727111521,193132.2,36397.39,86393.95,19834.26,50506.6,45927.0,4579.6,0.0,0,2016,7,0.5966872943611037
1.09,752336.04,39220.29,483562.05,125838.6,103715.1,93141.66,10558.8,4405.6384670481,0,2016,8,-0.7489721149778961
1.3960179727111521,190349.58,3480.46,117328.79,5551.81,63988.52,17167.72,45673.76,1147.04,0,2016,9,0.3418809071524499
0.83,1006181.04,543538.14,221807.33,70976.84,169858.73,151328.72,18486.45,43.56,0,2016,11,-1.5462945938285566
0.73,955582.65,155250.0,331998.14,14973.1,453361.41,43379.59,409969.42,12.4,0,2016,12,0.20127453972752712
1.2,247820.38,76211.84,42300.46,62843.26,66464.82,47259.62,10247.76,8957.44,0,2016,13,-0.24609820648022568
1.16,142681.62,3581.34,93603.59,4067.71,41428.98,36166.24,5150.74,112.0,0,2016,14,-1.1993351367603464
1.07,2837626.92,339775.05,1566426.52,295941.81,635483.54,212419.8848198304,163400.48,18492.84,0,2016,15,0.4072919732383094
1.15,235440.15,33667.84,136616.59,158.14,64997.58,62779.7,2217.88,0.0,0,2016,16,-0.6309945884631083
1.28,288176.27,4492.49,214537.05,279.57,68867.16,66444.92,2422.24,0.0,0,2016,17,-0.9462172543438885
0.8,966990.9,566062.35,200934.84,90645.64,109348.07,64626.95,38634.45,6086.67,0,2016,18,1.9781827345742142
1.03,153498.43,10806.76,91309.12,8892.49,42490.06,23611.07,17284.88,1594.11,0,2016,19,0.5839696245986257
1.01,141335.89,63676.54,22329.28,22463.61928975053,55118.42,18439.32,36679.1,0.0,0,2016,20,-0.18223702087552496
0.83,337403.05,121214.86,124295.71,6447.94,85444.54,40526.02,44918.52,0.0,0,2016,21,-1.1271252348466787
0.76,3232888.65,842358.1,671213.11,83794.46,1635522.98,1501295.38,119573.06,14654.54,0,2016,22,1.0827430032838161
0.86,114817.03,2368.19,75573.8,2285.79,34589.25,10663.72,23456.23,469.3,0,2016,23,0.8607407433995102
1.1,481704.97,298153.02075182484,102684.81,78.3,134163.1,48792.84,85370.26,0.0,0,2016,24,0.2831793048138678
1.06,2747176.06,298153.02075182484,1378970.85,141965.35,687167.57,586732.16,99759.98,675.43,0,2016,25,-0.8672215858287275
0.94,182025.3,101831.21,25448.04,9518.87,45227.18,33528.15,11699.03,0.0,0,2016,26,-0.04347768071100121
1.21,1315177.5,15028.05,930110.1,3071.33,295043.209470976,323061.15,43906.87,0.0,0,2016,28,-1.7157600850324748
1.21,3948234.94,94936.43,2707199.74,84110.32,1061988.45,984377.9,77610.55,0.0,0,2016,29,-1.3446834787454038
1.3960179727111521,1098967.88,560568.72,347498.78,15354.56,175545.82,79744.59,95801.23,0.0,0,2016,33,1.5864726240278393
1.03,1672884.28,784111.14,499720.63,24200.11,364852.4,325916.64,37205.76,1730.0,0,2016,35,0.3770651721750628
0.71,823186.03,65380.96,277280.25,14447.61,466077.21,439612.36,26245.95,218.9,0,2016,36,-1.3309577399619559
1.05,263148.45,55054.39,118359.43,19436.13,70298.5,69867.25,431.25,0.0,0,2016,37,0.32514309094673555
0.98,214625.59,57431.41,101387.49,5839.55,49967.14,46939.94,3027.2,0.0,0,2016,38,-0.6419672060302151
0.98,115875.65,32921.58,45911.67,102.37,36940.03,33666.7,3273.33,0.0,0,2016,39,-1.5611213817227225
1.09,917091.3424611752,124241.28,219980.44,17229.28,58028.7,58022.88,5.82,0.0,0,2016,40,-0.5070196666577256
0.86,592197.58,165757.19,159025.48,19779.65,247635.26,212419.8848198304,40779.66,0.0,0,2016,41,-1.7246688303650854
1.15,799826.02,178438.97,509199.72,41240.25,70947.08,70255.21,663.8,28.07,0,2016,42,2.364898231408346
0.86,755726.36,56523.09,215390.45,8476.06,475336.76,474543.29,391.17,402.3,0,2016,43,-0.8302015812578997
0.82,5108381.41,2872173.1,295828.4299183668,423920.15,791466.24,658990.14,124051.73,8424.37,0,2016,45,0.05266384209692851
1.3960179727111521,3068786.09,1586507.45,590119.92,13665.41,878493.31,459449.71,419043.6,0.0,0,2016,46,0.143742390133448
0.82,112075.27,16913.21,27398.67,2940.94,64822.45,64778.72,12.72,31.01,0,2016,47,0.4027222828914259
1.0,207338.72,78891.03,27326.04,55.42,101066.23,74251.97,26792.44,21.82,0,2016,48,0.6529296632614626
1.3960179727111521,65393.08,918.45,40416.33,20.5,24037.8,22191.93,1845.87,0.0,0,2016,49,-1.2283124872776627
1.05,321995.93,146660.22,295828.4299183668,75.71,107623.12,55694.57,51928.55,0.0,0,2016,50,1.5201777794368116
0.94,917091.3424611752,10015825.13,12003751.56,1375260.47,9409896.06,7213492.61,2150749.43,45654.02,0,2016,51,0.6499640934934253
0.77,7047624.39,2022750.67,2166534.86,123948.37,2734390.49,1670968.69,1062368.09,1053.71,0,2016,52,-0.42359608954506117
1.3960179727111521,840912.75,531994.93,140944.9,27799.93,140172.99,88186.62,50489.7,1496.67,0,2016,53,-1.4890541296480806
1.74,5258.5,2034.56,2318.33,0.0,905.61,503.33,402.28,0.0,1,2016,1,-1.4925366591106182
1.54,18004.14,602.1,10520.33,284.63,6597.08,1978.27,4618.81,0.0,1,2016,2,-0.9627169895876954
1.67,562.64,35.36,425.56,0.0,101.72,14.03,87.69,0.0,1,2016,3,-0.9718087774992172
1.66,5329.12,0.0,279.64,0.0,5049.48,1223.64,3825.84,0.0,1,2016,5,-0.30423018828752835
1.43,161206.07,14702.41,81578.02,12.13,64913.51,62863.57,2049.94,0.0,1,2016,6,0.8976534110900783
1.81,3521.87,315.14,1836.82,556.58,813.33,813.33,0.0,0.0,1,2016,7,0.5268405886569403
1.55,32492.15,945.63,28552.71,0.0,2993.81,2993.81,0.0,0.0,1,2016,8,0.3092100448474188
1.3960179727111521,10563.94,529.0,7783.07,0.0,2251.87,348.67,1903.2,4405.6384670481,1,2016,9,0.6104580462732199
